PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PT,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
MC,09,003,Marco Antonio Pérez Cabarroca,Sixto Gómez García
MORENA,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
PAN-PRI-PRD,09,003,Salvador Amado Correa Galván,Alejandro Méndez González
PAN-PRI,09,003,Salvador Amado Correa Galván,Alejandro Méndez González
PAN-PRD,09,003,Salvador Amado Correa Galván,Alejandro Méndez González
PRI-PRD,09,003,Salvador Amado Correa Galván,Alejandro Méndez González
PVEM_PT_MORENA,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
PVEM_PT,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
PVEM_MORENA,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
PT_MORENA,09,003,Gabriela Georgina Jiménez Godoy,Cristina Aline Galicia Chavarría
PAN,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PRI,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PRD,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PVEM,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PT,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
MC,09,004,Martha Gabriela Hernández Benhumea,Palmira Anahí Torres Escobedo
MORENA,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PAN-PRI-PRD,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PAN-PRI,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PAN-PRD,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PRI-PRD,09,004,Fabiola Torres Molina,Lucero Figueroa Martínez
PVEM_PT_MORENA,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PVEM_PT,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PVEM_MORENA,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PT_MORENA,09,004,María de los Dolores Padierna Luna,Mayté Camacho Flores
PAN,09,005,Karla Ayala Villalobos,Tania González Saavedra
PRI,09,005,Karla Ayala Villalobos,Tania González Saavedra
PRD,09,005,Karla Ayala Villalobos,Tania González Saavedra
PVEM,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PT,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
MC,09,005,Heriberto Romero Peralta,Diana Hernández Márquez
MORENA,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PAN-PRI-PRD,09,005,Karla Ayala Villalobos,Tania González Saavedra
PAN-PRI,09,005,Karla Ayala Villalobos,Tania González Saavedra
PAN-PRD,09,005,Karla Ayala Villalobos,Tania González Saavedra
PRI-PRD,09,005,Karla Ayala Villalobos,Tania González Saavedra
PVEM_PT_MORENA,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PVEM_PT,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PVEM_MORENA,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PT_MORENA,09,005,Carlos Alberto Ulloa Pérez,Jesús Irugami Perea Cruz
PAN,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PRI,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PRD,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PVEM,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PT,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
MC,09,006,Alejandro Daniel Pérez Corzo,Paz Rosalinda González Castillo
MORENA,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PAN-PRI-PRD,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PAN-PRI,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PAN-PRD,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PRI-PRD,09,006,Diana María Teresa Lara Carreón,Elsa Alicia Montserrat Llarena Jiménez
PVEM_PT_MORENA,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PVEM_PT,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PVEM_MORENA,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PT_MORENA,09,006,Daniel Campos Plancarte,Rosa Alejandra Rodríguez Díaz De León
PAN,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PRI,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PRD,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PVEM,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PT,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
MC,09,007,Ángelica Sánchez Hernández,América Alexandra Martínez García
MORENA,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PAN-PRI-PRD,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PAN-PRI,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PAN-PRD,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PRI-PRD,09,007,Miguel Ángel Mancera Espinosa,Frida Alejandra Esparza Márquez
PVEM_PT_MORENA,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PVEM_PT,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PVEM_MORENA,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PT_MORENA,09,007,Juan Guillermo Rendón Gómez,Fernando Gómez Rodríguez
PAN,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PRI,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PRD,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PVEM,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PT,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
MC,09,008,Amancay González Franco,Sofía Castro Guerrero
MORENA,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PAN-PRI-PRD,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PAN-PRI,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PAN-PRD,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PRI-PRD,09,008,Gabriel Ricardo Quadri de laTorre,Alberto Álvarez Palafox
PVEM_PT_MORENA,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PVEM_PT,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PVEM_MORENA,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PT_MORENA,09,008,Ana María Lomelí Robles,Ruth Maricela Silva Andraca
PAN,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PRI,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PRD,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PVEM,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PT,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
MC,09,009,Dulce María Gudiño Hernández,Jocabeth Abigail Peña Morales
MORENA,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PAN-PRI-PRD,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PAN-PRI,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PAN-PRD,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PRI-PRD,09,009,Marco Antonio Zaldívar Espejel,Guillermo Galicia Díaz
PVEM_PT_MORENA,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PVEM_PT,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PVEM_MORENA,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PT_MORENA,09,009,Rigoberto Salgado Vázquez,Roberto Mejía Méndez
PAN,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PRI,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PRD,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PVEM,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PT,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
MC,09,010,Ana Macarena Velázquez López,Norma Gabriela Ángelina Mexia Boneo
MORENA,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PAN-PRI-PRD,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PAN-PRI,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PAN-PRD,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PRI-PRD,09,010,Margarita Ester Zavala Gómez del Campo,Claudia Verónica María Rubín Juárez
PVEM_PT_MORENA,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PVEM_PT,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PVEM_MORENA,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PT_MORENA,09,010,Ulises Labrador Hernández Magro,Gustavo García Arias
PAN,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PRI,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PRD,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PVEM,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PT,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
MC,09,011,Fabián Islas Sánchez,José Antonio Rodríguez Callejas
MORENA,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PAN-PRI-PRD,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PAN-PRI,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PAN-PRD,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PRI-PRD,09,011,Isaúl Moreno Gómez,Víctor Andrés García Olvera
PVEM_PT_MORENA,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PVEM_PT,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PVEM_MORENA,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PT_MORENA,09,011,Elena Edith Segura Trejo,Graciela Martínez Ortega
PAN,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PRI,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PRD,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PVEM,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PT,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
MC,09,012,Abel Cruz Hernández,Antonio Domínguez Lozano
MORENA,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PAN-PRI-PRD,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PAN-PRI,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PAN-PRD,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PRI-PRD,09,012,Mónica Elizabeth Sandoval Hernández,Miriam Bahena Cortés
PVEM_PT_MORENA,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PVEM_PT,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PVEM_MORENA,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PT_MORENA,09,012,Alicia Barrientos Pantoja,Rocío Nallely Ríos Velázquez
PAN,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PRI,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PRD,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PVEM,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PT,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
MC,09,013,Kinari Sabina Bustos Bárcena,Verónica Bárcena Rodríguez
MORENA,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PAN-PRI-PRD,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PAN-PRI,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PAN-PRD,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PRI-PRD,09,013,Carlos Enrique Estrada Meraz,Rubén Ponce de León Chávez
PVEM_PT_MORENA,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PVEM_PT,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PVEM_MORENA,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PT_MORENA,09,013,Francisco Javier Sánchez Cervantes,Ernesto Palizada Valencia
PAN,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PRI,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PRD,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PVEM,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PT,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
MC,09,014,Candidato por definir,Candidato por definir
MORENA,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PAN-PRI-PRD,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PAN-PRI,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PAN-PRD,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PRI-PRD,09,014,Héctor Hugo Hernández Rodríguez,Raúl Hernández Vega
PVEM_PT_MORENA,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PVEM_PT,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PVEM_MORENA,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PT_MORENA,09,014,Carlos Hernández Mirón,Luz Cristina Bravo López
PAN,09,015,Federico Döring Casar,Karina Magaña Guillén
PRI,09,015,Federico Döring Casar,Karina Magaña Guillén
PRD,09,015,Federico Döring Casar,Karina Magaña Guillén
PVEM,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PT,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
MC,09,015,Abraham Daniel Manríquez Santiago,Cuauhtémoc Luna Portillo
MORENA,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PAN-PRI-PRD,09,015,Federico Döring Casar,Karina Magaña Guillén
PAN-PRI,09,015,Federico Döring Casar,Karina Magaña Guillén
PAN-PRD,09,015,Federico Döring Casar,Karina Magaña Guillén
PRI-PRD,09,015,Federico Döring Casar,Karina Magaña Guillén
PVEM_PT_MORENA,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PVEM_PT,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PVEM_MORENA,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PT_MORENA,09,015,René Enrique Vivanco Balp,Héctor Manuel Mora Zermeño
PAN,09,016,Xavier González Zirión,Enrique García de la Parra
PRI,09,016,Xavier González Zirión,Enrique García de la Parra
PRD,09,016,Xavier González Zirión,Enrique García de la Parra
PVEM,09,016,Candidato por definir,Candidato por definir
PT,09,016,Candidato por definir,Candidato por definir
MC,09,016,Alejandra Rincón Rubalcava,Perla Janeth Delgado Morales
MORENA,09,016,Candidato por definir,Candidato por definir
PAN-PRI-PRD,09,016,Xavier González Zirión,Enrique García de la Parra
PAN-PRI,09,016,Xavier González Zirión,Enrique García de la Parra
PAN-PRD,09,016,Xavier González Zirión,Enrique García de la Parra
PRI-PRD,09,016,Xavier González Zirión,Enrique García de la Parra
PVEM_PT_MORENA,09,016,Candidato por definir,Candidato por definir
PVEM_PT,09,016,Candidato por definir,Candidato por definir
PVEM_MORENA,09,016,Candidato por definir,Candidato por definir
PT_MORENA,09,016,Candidato por definir,Candidato por definir
PAN,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PRI,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PRD,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PVEM,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PT,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
MC,09,017,Luis Rodolfo García Roldán,Adrián Guillermo Yáñez Martínez
MORENA,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PAN-PRI-PRD,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PAN-PRI,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PAN-PRD,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PRI-PRD,09,017,Jorge Triana Tena,Edgar Tonathiu Díaz López
PVEM_PT_MORENA,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PVEM_PT,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PVEM_MORENA,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PT_MORENA,09,017,Carlos Arturo Madrazo Silva,Carlos Zarza Segura
PAN,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PRI,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PRD,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PVEM,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PT,09,018,Gabriel García Hernández,Daniel Salazar Núñez
MC,09,018,Francisco Alberto Núñez Mendoza,Gerardo Karim Sánchez Galván
MORENA,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PAN-PRI-PRD,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PAN-PRI,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PAN-PRD,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PRI-PRD,09,018,Cutberto Panchi Sánchez,Maribel Zamora Granados
PVEM_PT_MORENA,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PVEM_PT,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PVEM_MORENA,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PT_MORENA,09,018,Gabriel García Hernández,Daniel Salazar Núñez
PAN,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PRI,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PRD,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PVEM,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PT,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
MC,09,019,Alin Nayely de Jesús Sánchez,Heidi Martínez Calzada
MORENA,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PAN-PRI-PRD,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PAN-PRI,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PAN-PRD,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PRI-PRD,09,019,Héctor Saúl Téllez Hernández,Fernando Espino García
PVEM_PT_MORENA,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PVEM_PT,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PVEM_MORENA,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PT_MORENA,09,019,Faruk Miguel Take Roaro,Alfonso de Jesús González May
PAN,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PRI,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PRD,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PVEM,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PT,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
MC,09,020,Enrique Larrauri Pérez,Guillermo Adán Frias Madrid
MORENA,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PAN-PRI-PRD,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PAN-PRI,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PAN-PRD,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PRI-PRD,09,020,Martín Hernández Torres,Rodolfo Crespo Romero
PVEM_PT_MORENA,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PVEM_PT,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PVEM_MORENA,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PT_MORENA,09,020,Ana Karina Rojo Pimentel,María Guadalupe Rojo Gómez
PAN,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PRI,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PRD,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PVEM,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PT,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
MC,09,021,Óscar Héctor Olvera Arellano,José Guadalupe Galván Moreno
MORENA,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PAN-PRI-PRD,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PAN-PRI,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PAN-PRD,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PRI-PRD,09,021,Jany Robles Ortiz,Gabriela Cabello Olivos
PVEM_PT_MORENA,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PVEM_PT,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PVEM_MORENA,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PT_MORENA,09,021,José Carlos Acosta Ruíz,Edén Garcés Medina
PAN,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PRI,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PRD,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PVEM,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PT,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
MC,09,022,Miriam Guadalupe Perea Cancino,Gisela Mireya Torres Quevedo
MORENA,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PAN-PRI-PRD,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PAN-PRI,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PAN-PRD,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PRI-PRD,09,022,Monserrat Segoviano Pérez,Ruth Mesas Montes
PVEM_PT_MORENA,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PVEM_PT,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PVEM_MORENA,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PT_MORENA,09,022,Marisela Zúñiga Cerón,Tomása Mora Rodríguez
PAN,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PRI,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PRD,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PVEM,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PT,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
MC,10,001,Felipe de Jesús Hernández Orona,Ricardo Mier Arellano
MORENA,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PAN-PRI-PRD,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PAN-PRI,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PAN-PRD,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PRI-PRD,10,001,Alejandra Elizabeth Terrones Ochoa,Rocío Sarmiento Gutiérrez
PVEM_PT_MORENA,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PVEM_PT,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PVEM_MORENA,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PT_MORENA,10,001,Martha Olivia García Vidaña,Marína Medrano Ávila
PAN,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PRI,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PRD,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PVEM,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PT,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
MC,10,002,Hiram Brahim López Manzur,Emily Lariza Rodarte Cervantes
MORENA,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PAN-PRI-PRD,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PAN-PRI,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PAN-PRD,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PRI-PRD,10,002,Lorenzo Christian Ricardo Lucio Mijares,José Gabriel Rodríguez Villa
PVEM_PT_MORENA,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PVEM_PT,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PVEM_MORENA,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PT_MORENA,10,002,Betzabé Martínez Arango,Alejandra del Valle Ramírez
PAN,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PRI,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PRD,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PVEM,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PT,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
MC,10,003,Diana Gabriela Camacho Estala,Wendy Sarahí Alvarado Pérez
MORENA,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PAN-PRI-PRD,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PAN-PRI,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PAN-PRD,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PRI-PRD,10,003,Sonia Jazmín Flores Arce,Nanci Carolina Vásquez Luna
PVEM_PT_MORENA,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PVEM_PT,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PVEM_MORENA,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PT_MORENA,10,003,Gerardo Villarreal Solís,Jaqueline del Río López
PAN,10,004,Silvia Patricia Jiménez Delgado,Margarita Sofía Durán Rodarte
PRI,10,004,Silvia Patricia Jiménez Delgado,Margarita Sofía Durán Rodarte
PRD,10,004,Silvia Patricia Jiménez Delgado,Margarita Sofía Durán Rodarte
PVEM,10,004,Alfonso Primitivo Ríos Vázquez,Jesús Leyva Medrano
